chr20	0	59999
chr20	63215	63839
chr20	66235	66334
chr20	26348365	26348389
chr20	26364240	26365413
chr20	26382164	26382615
chr20	26386232	26436231
chr20	26442898	26442997
chr20	26586955	26587054
chr20	26590875	26596362
chr20	26608045	26608144
chr20	26634795	26634894
chr20	26646454	26646553
chr20	27295535	27295634
chr20	27504366	27504465
chr20	27518701	27518800
chr20	27871441	27871540
chr20	28180874	28180973
chr20	28256267	28256366
chr20	28317742	28317841
chr20	28445967	28446066
chr20	28494539	28494638
chr20	28499358	28504763
chr20	28508897	28508996
chr20	28556953	28557052
chr20	28646195	28646294
chr20	28648008	28648107
chr20	28650152	28650251
chr20	28652360	28652459
chr20	28654456	28654555
chr20	28681099	28681198
chr20	28688521	28688620
chr20	28696126	28696225
chr20	28697758	28697857
chr20	28719061	28719160
chr20	28728874	28728973
chr20	28751119	28752589
chr20	28790010	28790157
chr20	28820603	28820662
chr20	28843401	28859996
chr20	28867524	28868451
chr20	28890335	28896361
chr20	29125693	29125792
chr20	29129696	29129795
chr20	29140726	29140825
chr20	29165454	29165553
chr20	29204668	29204767
chr20	29271546	29271825
chr20	29315342	29315820
chr20	29362154	29362182
chr20	29412507	29413576
chr20	29447838	29447882
chr20	29538733	29538782
chr20	29540234	29540283
chr20	29556103	29556140
chr20	29562970	29563362
chr20	29564411	29565352
chr20	29592644	29592736
chr20	29697363	29697629
chr20	29884750	29884849
chr20	29917304	29917403
chr20	29978428	29978527
chr20	30017494	30017593
chr20	30030736	30030835
chr20	30038348	30088347
chr20	30425128	30456076
chr20	30761898	30811897
chr20	31001508	31051507
chr20	31107036	31157035
chr20	31159119	31161624
chr20	36314371	36314718
