chr12	0	9999
chr12	7083650	7084649
chr12	34719407	34769406
chr12	34798337	34798436
chr12	34816611	34816710
chr12	34820185	34820284
chr12	34822289	34829236
chr12	34832088	34832187
chr12	34835195	34835294
chr12	34849901	34850000
chr12	36673355	36673454
chr12	36779839	36779938
chr12	36797645	36797744
chr12	36966743	36966842
chr12	37185252	37235251
chr12	37240944	37245715
chr12	37255332	37257054
chr12	37379851	37380459
chr12	37460032	37460127
chr12	123443533	123443732
chr12	123476174	123476273
chr12	132223362	132224361
