chr22	0	10509999
chr22	10784643	10834642
chr22	10874572	10924571
chr22	10966724	11016723
chr22	11068987	11118986
chr22	11160921	11210920
chr22	11378056	11428055
chr22	11497337	11547336
chr22	11631288	11681287
chr22	11724629	11774628
chr22	11977555	12027554
chr22	12225588	12275587
chr22	12438690	12488689
chr22	12641730	12691729
chr22	12726204	12776203
chr22	12818137	12868136
chr22	12904788	15154317
chr22	16279672	16302842
chr22	16304296	16305426
chr22	16307048	16307604
chr22	16310302	16310401
chr22	16313516	16314009
chr22	18239129	18339128
chr22	18433513	18483512
chr22	18659564	18709563
chr22	49973865	49975364
