chr17	0	59999
chr17	448188	488986
chr17	490395	491110
chr17	21795850	21814102
chr17	21983452	21983553
chr17	21984549	21985099
chr17	21992061	22042060
chr17	22089188	22089409
chr17	22763679	22813678
chr17	23194918	23195017
chr17	25684802	25684901
chr17	25735946	25736045
chr17	25919935	25920034
chr17	26566633	26566732
chr17	26569914	26570013
chr17	26592586	26592685
chr17	26616164	26616263
chr17	26627010	26627348
chr17	26638554	26638626
chr17	26640334	26640619
chr17	26643468	26643842
chr17	26698590	26698997
chr17	26720420	26721375
chr17	26735204	26735773
chr17	26820065	26820265
chr17	26859724	26860165
chr17	26876740	26876849
chr17	26880254	26880353
chr17	26885980	26935979
chr17	81742542	81792541
chr17	81796281	81797726
chr17	81798717	81799132
