chr10	0	9999
chr10	38529907	38573337
chr10	38906036	38911579
chr10	38913438	38918268
chr10	39229918	39230135
chr10	39238955	39239117
chr10	39409792	39410236
chr10	39497198	39497295
chr10	39585287	39590434
chr10	39593013	39597434
chr10	39602699	39606088
chr10	39613189	39615617
chr10	39617141	39617254
chr10	39622353	39625273
chr10	39636682	39686681
chr10	39935900	39935999
chr10	40493345	40493444
chr10	40583118	40583217
chr10	40722755	40722854
chr10	40927908	40928007
chr10	41497440	41497539
chr10	41545720	41545819
chr10	41593521	41693520
chr10	41916265	42066264
chr10	47780368	47870367
chr10	124121200	124121501
chr10	131597030	131597129
chr10	133690466	133740465
