chr18	0	9999
chr18	15410899	15460898
chr18	15535258	15535357
chr18	15780377	15780476
chr18	15788380	15791046
chr18	15797755	15797854
chr18	15914237	15914336
chr18	16246132	16246231
chr18	16431152	16431251
chr18	16431756	16431855
chr18	16769759	16769858
chr18	16876468	16876567
chr18	18504759	18504858
chr18	19182930	19183029
chr18	19347498	19347597
chr18	20561439	20561538
chr18	20564714	20571465
chr18	20582635	20582734
chr18	20603147	20603246
chr18	20625037	20625136
chr18	20641469	20641568
chr18	20652427	20652526
chr18	20687421	20687520
chr18	20696289	20696388
chr18	20736025	20736124
chr18	20747698	20747797
chr18	20751369	20751468
chr18	20813083	20813182
chr18	20830724	20831340
chr18	20835547	20835591
chr18	20839697	20839796
chr18	20850725	20850824
chr18	20861206	20911205
chr18	46969912	47019911
chr18	54536574	54537527
