chr21	0	5009999
chr21	5166246	5216245
chr21	5393558	5443557
chr21	5449012	5499011
chr21	5627596	5677595
chr21	5796009	5846008
chr21	5916593	5966592
chr21	6161371	6211370
chr21	6377258	6427257
chr21	6580181	6630180
chr21	6739085	6789084
chr21	6934219	6984218
chr21	7149527	7199526
chr21	7327865	7377864
chr21	7500890	7550889
chr21	7693700	7743699
chr21	7865746	7915745
chr21	8049839	8099838
chr21	8260971	8310970
chr21	8472360	8522359
chr21	8706715	8756714
chr21	8886604	8986603
chr21	9196087	9246086
chr21	9377143	9527142
chr21	10169868	10269867
chr21	10274327	10324326
chr21	10814560	12965807
chr21	41584292	41584391
chr21	43212462	43262461
