chr1	0	9999
chr1	207666	257665
chr1	297968	347967
chr1	535988	585987
chr1	2702781	2746289
chr1	12954384	13004383
chr1	16799163	16849162
chr1	29552233	29553834
chr1	121757973	121758072
chr1	121768152	121768251
chr1	121776357	121776456
chr1	121778965	121779064
chr1	121781090	121781189
chr1	121792611	121792710
chr1	121796598	121796697
chr1	121799683	121799782
chr1	121804894	121804993
chr1	121807490	121807589
chr1	121810201	121810300
chr1	121813372	121813471
chr1	121815631	121815730
chr1	121823518	121823617
chr1	121826494	121826593
chr1	121829415	121829514
chr1	121845841	121845940
chr1	121851570	121851669
chr1	121856465	121856564
chr1	121867000	121867099
chr1	121870003	121870102
chr1	121873290	121873389
chr1	121890873	121890972
chr1	121893132	121893231
chr1	121898418	121898517
chr1	121902342	121902441
chr1	121911119	121911218
chr1	121914062	121914161
chr1	121916621	121916720
chr1	121923482	121923581
chr1	121926655	121926754
chr1	121930672	121930771
chr1	121935105	121935204
chr1	121940535	121940634
chr1	121944280	121944379
chr1	121946982	121947081
chr1	121950294	121950393
chr1	121953308	121953407
chr1	121955619	121955718
chr1	121958015	121958114
chr1	121963443	121963542
chr1	121965833	121965932
chr1	121968820	121968919
chr1	121972191	121972290
chr1	121974357	121974456
chr1	121976459	122026458
chr1	122056834	122056933
chr1	122102991	122103090
chr1	122109869	122109968
chr1	122125244	122125343
chr1	122173931	122174030
chr1	122224535	122224634
chr1	122229967	122230066
chr1	122237366	122237465
chr1	122503147	122503246
chr1	124785432	124785531
chr1	124849129	124849228
chr1	124932724	124932823
chr1	124977944	124978325
chr1	125013060	125013222
chr1	125026048	125026070
chr1	125029104	125029168
chr1	125130246	125131846
chr1	125171347	125173582
chr1	125184587	143184586
chr1	223558935	223608934
chr1	228558364	228608363
