chr9	0	9999
chr9	40537052	40537133
chr9	41225986	41229377
chr9	41237752	41238503
chr9	43222167	43236166
chr9	43263290	43263819
chr9	43270944	43274934
chr9	43276248	43276456
chr9	43281323	43282955
chr9	43332174	43333268
chr9	43370405	43371324
chr9	43377453	43382278
chr9	43389535	43389634
chr9	44851272	44851371
chr9	45518558	60518557
chr9	60688432	60738431
chr9	60779521	60829520
chr9	61003887	61053886
chr9	61231966	61281965
chr9	61468808	61518807
chr9	61735368	61785367
chr9	62149738	62249737
chr9	62748832	62798831
chr9	62958371	63008370
chr9	63202862	63252861
chr9	63492264	63542263
chr9	63918447	63968446
chr9	64135013	64185012
chr9	64215162	64315161
chr9	64998124	65048123
chr9	65080082	65130081
chr9	65325123	65375122
chr9	65595191	65645190
chr9	66391387	66591386
chr9	67920552	68220551
chr9	134183092	134185535
